CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
COMTECH ENGINEERS LTD.,7702288,,,1 REDWING CLOSE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 2BH,Private Limited Company,Active,United Kingdom,,12/07/2011,31,7,30/04/2025,31/07/2023,MICRO ENTITY,09/08/2016,12/07/2015,0,0,0,0,33200 - Installation of industrial machinery and equipment,,,,0,0,http://business.data.gov.uk/id/company/07702288,,,,,,,,,,,,,,,,,,,,,26/07/2024,12/07/2023
CON PROPERTIES LTD,13693357,,,6 HAZEL BANK,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2FE,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,20/10/2021,31,10,20/07/2023,,NO ACCOUNTS FILED,17/11/2022,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/13693357,,,,,,,,,,,,,,,,,,,,,20/09/2023,06/09/2022
CONISTON HOUSE GROUP LTD,13767145,,,APARTMENT 6 CONISTON HOUSE BADGER WOOD,MIDDLETON,MORECAMBE,,ENGLAND,LA3 3FJ,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,26/11/2021,30,11,31/08/2024,30/11/2022,TOTAL EXEMPTION FULL,24/12/2022,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/13767145,,,,,,,,,,,,,,,,,,,,,09/12/2023,25/11/2022
CONNECT PLAY LEARN C.I.C.,14935117,,,51 BRUNSWICK ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1UG,Community Interest Company,Active,United Kingdom,,14/06/2023,30,6,14/03/2025,,NO ACCOUNTS FILED,12/07/2024,,0,0,0,0,88100 - Social work activities without accommodation for the elderly and disabled,,,,0,0,http://business.data.gov.uk/id/company/14935117,,,,,,,,,,,,,,,,,,,,,27/06/2024,
CONNORSALI LIMITED,14689337,,,9 OAKVILLE ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2TB,Private Limited Company,Active,United Kingdom,,26/02/2023,28,2,26/11/2024,,NO ACCOUNTS FILED,25/03/2024,,0,0,0,0,73120 - Media representation services,,,,0,0,http://business.data.gov.uk/id/company/14689337,,,,,,,,,,,,,,,,,,,,,10/03/2024,
CONSULT IT 4 U LIMITED,14279140,,,"FLAT 1, 80 FLAT 1",80 ALEXANDRA ROAD,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1RS,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,05/08/2022,31,8,05/05/2024,,NO ACCOUNTS FILED,02/09/2023,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/14279140,,,,,,,,,,,,,,,,,,,,,18/08/2023,
CONTRACT SERVICES NORTH WEST LTD,13038746,,,WOODGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3PS,Private Limited Company,Active,United Kingdom,,23/11/2020,30,11,31/08/2024,30/11/2022,DORMANT,21/12/2021,,0,0,0,0,78300 - Human resources provision and management of human resources functions,,,,0,0,http://business.data.gov.uk/id/company/13038746,,,,,,,,,,,,,,,,,,,,,06/12/2023,22/11/2022
COOL WAVE SOLUTIONS LTD,7601588,,,COOLWAVE SOLUTIONS LTD NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,12/04/2011,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,10/05/2017,12/04/2016,1,1,0,0,35300 - Steam and air conditioning supply,,,,0,0,http://business.data.gov.uk/id/company/07601588,,,,,,,,,,,,,,,,,,,,,07/04/2024,24/03/2023
COOLWAVE HOLDINGS LTD,11946512,,,COOLWAVE SOLUTIONS LTD NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,15/04/2019,30,4,31/01/2024,30/04/2022,DORMANT,13/05/2020,,1,1,0,0,64203 - Activities of construction holding companies,,,,0,0,http://business.data.gov.uk/id/company/11946512,,,,,,,,,,,,,,,,,,,,,29/03/2024,15/03/2023
CORNGOLD LIMITED,11955954,,,10 FIRST TERRACE,SUNDERLAND POINT,MORECAMBE,,ENGLAND,LA3 3HR,Private Limited Company,Active,United Kingdom,,20/04/2019,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,18/05/2020,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11955954,,,,,,,,,,,,,,,,,,,,,22/05/2024,08/05/2023
COX MOTOR GROUP LIMITED,9881882,,,NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,20/11/2015,31,12,30/09/2024,31/12/2022,GROUP,18/12/2016,,2,2,0,0,45111 - Sale of new cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/09881882,,,,,,,,,,,,,,,,,,,,,02/12/2023,18/11/2022
CRAFTS&CUSTOM LTD,13420911,,,"FLAT 1, 153 HEYSHAM ROAD",,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1DE,Private Limited Company,Active,United Kingdom,,26/05/2021,31,5,29/02/2024,31/05/2022,MICRO ENTITY,23/06/2022,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/13420911,,,,,,,,,,,,,,,,,,,,,08/06/2024,25/05/2023
CRAIGDOW LIMITED,15023594,,,2 LISTER GROVE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2DF,Private Limited Company,Active,United Kingdom,,24/07/2023,31,7,24/04/2025,,NO ACCOUNTS FILED,21/08/2024,,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id/company/15023594,,,,,,,,,,,,,,,,,,,,,06/08/2024,
CREATIVE WEST END C.I.C.,14699908,,,13-17 DEVONSHIRE ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1QT,Community Interest Company,Active,United Kingdom,,02/03/2023,31,3,02/12/2024,,NO ACCOUNTS FILED,30/03/2024,,0,0,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/14699908,,,,,,,,,,,,,,,,,,,,,15/03/2024,
CRG TRANSPORT LTD,9868323,,,18 BRAMBLING DRIVE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2LH,Private Limited Company,Active,United Kingdom,,11/11/2015,30,11,31/08/2024,30/11/2022,MICRO ENTITY,09/12/2016,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/09868323,,,,,,,,,,,,,,,,,,,,,24/11/2023,10/11/2022
CROSS APIARY LTD,14689343,,,UNIT 6 LANGDALE BUSINESS PARK WHITEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3BS,Private Limited Company,Active,United Kingdom,,26/02/2023,28,2,26/11/2024,,NO ACCOUNTS FILED,25/03/2024,,0,0,0,0,"46610 - Wholesale of agricultural machinery, equipment and supplies",,,,0,0,http://business.data.gov.uk/id/company/14689343,,,,,,,,,,,,,,,,,,,,,10/03/2024,
CROSS BAY DISTILLERS LIMITED,12780887,,,MBW NEWGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3PT,Private Limited Company,Active,United Kingdom,,30/07/2020,31,7,30/04/2024,31/07/2022,DORMANT,27/08/2021,,0,0,0,0,"11010 - Distilling, rectifying and blending of spirits",,,,0,0,http://business.data.gov.uk/id/company/12780887,,,,,,,,,,,,,,,,,,,,,12/08/2024,29/07/2023
CROSSMAN CONTRACTING LTD.,10850291,,,1 CHAPEL BARN,CHAPEL VIEW,OVERTON,LANCASHIRE,UNITED KINGDOM,LA3 3EP,Private Limited Company,Active,United Kingdom,,05/07/2017,31,3,31/12/2024,31/03/2023,MICRO ENTITY,02/08/2018,,0,0,0,0,43290 - Other construction installation,,,,0,0,http://business.data.gov.uk/id/company/10850291,,,,,,,,,,,,,,,,,,,,,18/07/2024,04/07/2023
CTS DEVELOPMENTS AND PROPERTY MANAGEMENT LTD,14812266,,,44 REGENT ROAD,,MORECAMBE,,ENGLAND,LA3 1QN,Private Limited Company,Active,United Kingdom,,18/04/2023,30,4,18/01/2025,,NO ACCOUNTS FILED,16/05/2024,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/14812266,,,,,,,,,,,,,,,,,,,,,01/05/2024,
CUMBRE DEVELOPMENT LIMITED,11250854,,,C/O BLEND ACCOUNTANTS FIRST FLOOR BRUNEL HOUSE,9 PENROD WAY,HEYSHAM,LANCASHIRE,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,12/03/2018,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,09/04/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11250854,15/03/2018,CUMBRE DEVELOPMENTS LIMITED,,,,,,,,,,,,,,,,,,,16/03/2024,02/03/2023
CUNNINGHAM BUILDERS (MORECAMBE) LTD,12169567,,,6 BUCKINGHAM PLACE,,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1BQ,Private Limited Company,Active,United Kingdom,,22/08/2019,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,19/09/2020,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/12169567,,,,,,,,,,,,,,,,,,,,,04/09/2024,21/08/2023
CURZON CARE LIMITED,6860353,,,12 GOLDFINCH CLOSE,WINDERMERE PARK,HEYSHAM,LANCASHIRE,,LA3 2WD,Private Limited Company,Active,United Kingdom,,26/03/2009,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,23/04/2017,26/03/2016,0,0,0,0,87300 - Residential care activities for the elderly and disabled,,,,0,0,http://business.data.gov.uk/id/company/06860353,,,,,,,,,,,,,,,,,,,,,12/07/2024,28/06/2023
D & B ELECTRICAL INSTALLATIONS LTD,12647517,,,76 MELDON ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2HJ,Private Limited Company,Active,United Kingdom,,05/06/2020,30,6,31/03/2024,30/06/2022,TOTAL EXEMPTION FULL,03/07/2021,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/12647517,,,,,,,,,,,,,,,,,,,,,18/06/2024,04/06/2023
D HODGES PLUMBING & HEATING LTD,10593800,,,17 PRIORY CLOSE,,MORECAMBE,,UNITED KINGDOM,LA3 3RL,Private Limited Company,Active,United Kingdom,,31/01/2017,31,1,31/10/2023,31/01/2022,MICRO ENTITY,28/02/2018,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/10593800,,,,,,,,,,,,,,,,,,,,,13/02/2024,30/01/2023
D J COX LIMITED,4007232,,,LANCASTER HONDA NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3PA,Private Limited Company,Active,United Kingdom,,05/06/2000,31,12,30/09/2024,31/12/2022,FULL,21/06/2017,24/05/2016,18,10,0,8,45111 - Sale of new cars and light motor vehicles,45112 - Sale of used cars and light motor vehicles,45200 - Maintenance and repair of motor vehicles,"45400 - Sale, maintenance and repair of motorcycles and related parts and accessories",0,0,http://business.data.gov.uk/id/company/04007232,,,,,,,,,,,,,,,,,,,,,02/12/2023,18/11/2022
D LUMB PLUMBING & HEATING LTD,14466063,,,22 MIDDLETON ROAD,MIDDLETON,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3JS,Private Limited Company,Active,United Kingdom,,07/11/2022,30,11,07/08/2024,,NO ACCOUNTS FILED,05/12/2023,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/14466063,,,,,,,,,,,,,,,,,,,,,20/11/2023,
D T & E E IMESON LIMITED,4927606,,,57 YORKSHIRE STREET,MORECAMBE,LANCASHIRE,,,LA3 1QF,Private Limited Company,Active,United Kingdom,,09/10/2003,30,9,30/06/2024,30/09/2022,MICRO ENTITY,06/11/2016,09/10/2015,0,0,0,0,31090 - Manufacture of other furniture,,,,0,0,http://business.data.gov.uk/id/company/04927606,,,,,,,,,,,,,,,,,,,,,23/10/2023,09/10/2022
D.D. SYSTEMS LIMITED,5285572,,,UNIT 6 WHITEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3BS,Private Limited Company,Active,United Kingdom,,12/11/2004,31,10,31/07/2024,31/10/2022,MICRO ENTITY,10/12/2016,12/11/2015,1,1,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05285572,,,,,,,,,,,,,,,,,,,,,26/11/2023,12/11/2022
DA COMPUTER SERVICES LIMITED,3543006,,,10 HEYSHAM AVENUE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 2DH,Private Limited Company,Active,United Kingdom,,08/04/1998,31,3,31/12/2023,31/03/2022,MICRO ENTITY,06/05/2017,08/04/2016,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id/company/03543006,,,,,,,,,,,,,,,,,,,,,22/04/2024,08/04/2023
DAHHEDIV LTD,13493312,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,05/07/2021,5,4,05/01/2024,05/04/2022,MICRO ENTITY,02/08/2022,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13493312,,,,,,,,,,,,,,,,,,,,,11/07/2024,27/06/2023
DAISYSFASHIONBOUTIQUE LTD,13990345,,,10 LONGMEADOW LANE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2FH,Private Limited Company,Active,United Kingdom,,20/03/2022,31,3,20/12/2023,,NO ACCOUNTS FILED,17/04/2023,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/13990345,,,,,,,,,,,,,,,,,,,,,02/04/2024,19/03/2023
DALE AND SONS COURIERS LIMITED,12343568,,,61 BUCKINGHAM ROAD,,MORECAMBE,,ENGLAND,LA3 1BD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02/12/2019,28,12,18/02/2022,,NO ACCOUNTS FILED,30/12/2020,,0,0,0,0,53202 - Unlicensed carrier,,,,0,0,http://business.data.gov.uk/id/company/12343568,,,,,,,,,,,,,,,,,,,,,15/12/2021,01/12/2020
DALE LOGISTICS LIMITED,12348612,,,61 BUCKINGHAM ROAD,,MORECAMBE,,ENGLAND,LA3 1BD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,04/12/2019,31,12,04/09/2021,,NO ACCOUNTS FILED,01/01/2021,,0,0,0,0,53202 - Unlicensed carrier,,,,0,0,http://business.data.gov.uk/id/company/12348612,,,,,,,,,,,,,,,,,,,,,14/01/2021,
DAMGOODPROPERTIES LIMITED,12077843,,,2 MIDDLETON ROAD,OVERTON,MORECAMBE,,ENGLAND,LA3 3HB,Private Limited Company,Active,United Kingdom,,01/07/2019,31,7,30/04/2024,31/07/2022,DORMANT,29/07/2020,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/12077843,,,,,,,,,,,,,,,,,,,,,14/07/2024,30/06/2023
DAMP RESOLUTIONS LIMITED,9832694,,,FLAT 3 SUNACRE COURT MAPLE AVENUE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1HY,Private Limited Company,Active,United Kingdom,,20/10/2015,31,10,31/07/2024,31/10/2022,MICRO ENTITY,17/11/2016,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/09832694,,,,,,,,,,,,,,,,,,,,,21/09/2023,07/09/2022
DARYL CAMM LIMITED,15153391,,,56 EAGLE CLOSE,,MORECAMBE,,ENGLAND,LA3 2LY,Private Limited Company,Active,United Kingdom,,21/09/2023,30,9,21/06/2025,,NO ACCOUNTS FILED,19/10/2024,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/15153391,,,,,,,,,,,,,,,,,,,,,04/10/2024,
DAVE ALLEN JOINERY AND BUILDING LTD,9126914,,,12 MEADOWCROFT GROVE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 1ND,Private Limited Company,Active,United Kingdom,,11/07/2014,31,7,30/04/2024,31/07/2022,MICRO ENTITY,08/08/2016,11/07/2015,0,0,0,0,43320 - Joinery installation,,,,0,0,http://business.data.gov.uk/id/company/09126914,,,,,,,,,,,,,,,,,,,,,25/07/2024,11/07/2023
DAVE HIGHAM LIMITED,13366298,,,39 GREENFINCH WAY,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2GR,Private Limited Company,Active,United Kingdom,,29/04/2021,30,4,31/01/2024,30/04/2022,UNAUDITED ABRIDGED,27/05/2022,,0,0,0,0,47610 - Retail sale of books in specialised stores,58110 - Book publishing,58190 - Other publishing activities,,0,0,http://business.data.gov.uk/id/company/13366298,,,,,,,,,,,,,,,,,,,,,12/05/2024,28/04/2023
DAVE RAINFORD LIMITED,11216658,,,C/O BLEND ACCOUNTANTS FIRST FLOOR BRUNEL HOUSE,9 PENROD WAY,HEYSHAM,LANCASHIRE,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,21/02/2018,28,2,30/11/2023,28/02/2022,TOTAL EXEMPTION FULL,21/03/2019,,0,0,0,0,43341 - Painting,,,,0,0,http://business.data.gov.uk/id/company/11216658,,,,,,,,,,,,,,,,,,,,,16/02/2024,02/02/2023
DAVID DALE ACCIDENT REPAIR SPECIALIST LIMITED,6003463,,,NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3AZ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,20/11/2006,29,5,11/08/2022,31/05/2020,MICRO ENTITY,18/12/2016,20/11/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/06003463,,,,,,,,,,,,,,,,,,,,,04/12/2022,20/11/2021
DBK KITCHENS LIMITED,14514641,,,17 MILL HILL GROVE,MIDDLETON,MORECAMBE,,ENGLAND,LA3 3JZ,Private Limited Company,Active,United Kingdom,,29/11/2022,30,11,29/08/2024,,NO ACCOUNTS FILED,27/12/2023,,0,0,0,0,43320 - Joinery installation,,,,0,0,http://business.data.gov.uk/id/company/14514641,,,,,,,,,,,,,,,,,,,,,12/12/2023,
DC MORLEY LTD,13839755,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,11/01/2022,5,4,05/01/2025,05/04/2023,MICRO ENTITY,08/02/2023,,0,0,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13839755,,,,,,,,,,,,,,,,,,,,,24/01/2024,10/01/2023
DEBI LEES ISW LIMITED,10516961,,,32 KINGFISHER DRIVES,HEYSHAM,MORECAMBE,,UNITED KINGDOM,LA3 2FT,Private Limited Company,Active,United Kingdom,,08/12/2016,31,12,30/09/2024,31/12/2022,MICRO ENTITY,05/01/2018,,0,0,0,0,88990 - Other social work activities without accommodation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10516961,,,,,,,,,,,,,,,,,,,,,18/07/2024,04/07/2023
DEMI MCCREADIE AESTHETICS LIMITED,12240180,,,1 SAXON HEIGHTS,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2TY,Private Limited Company,Active,United Kingdom,,02/10/2019,30,9,30/06/2024,30/09/2022,MICRO ENTITY,30/10/2020,,0,0,0,0,96020 - Hairdressing and other beauty treatment,96090 - Other service activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/12240180,,,,,,,,,,,,,,,,,,,,,15/10/2023,01/10/2022
DENBY SUPPLIES LTD,11098268,,,UNIT 4 1 SOUTHGATE WHITE,LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3PB,Private Limited Company,Active,United Kingdom,,06/12/2017,31,12,30/09/2024,31/12/2022,UNAUDITED ABRIDGED,03/01/2019,,0,0,0,0,32990 - Other manufacturing n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11098268,,,,,,,,,,,,,,,,,,,,,19/12/2023,05/12/2022
DENT SMART PDR LIMITED,8239879,,,6 BROOKLANDS DRIVE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 2SH,Private Limited Company,Active,United Kingdom,,04/10/2012,31,10,31/07/2024,31/10/2022,MICRO ENTITY,01/11/2016,04/10/2015,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/08239879,,,,,,,,,,,,,,,,,,,,,18/10/2023,04/10/2022
DERRYCORBY LTD,13875580,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,27/01/2022,5,4,05/01/2025,05/04/2023,MICRO ENTITY,24/02/2023,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/13875580,,,,,,,,,,,,,,,,,,,,,09/02/2024,26/01/2023
DESICCANT DRYAIR SYSTEMS LIMITED,5784081,,,UNIT 6 LANGDALE BUSINESS PARK WHITEGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3BS,Private Limited Company,Active,United Kingdom,,18/04/2006,31,3,31/12/2024,31/03/2023,DORMANT,16/05/2017,18/04/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/05784081,28/04/2006,DESICCANT DRYTEC LIMITED,,,,,,,,,,,,,,,,,,,02/05/2024,18/04/2023
DESIGN & FORM LIMITED,1719687,,,WHITEGATE,MORECAMBE,LANCASHIRE,ENGLAND,,LA3 3BT,Private Limited Company,Active,United Kingdom,,29/04/1983,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,22/12/2016,24/11/2015,3,0,0,3,22290 - Manufacture of other plastic products,,,,0,0,http://business.data.gov.uk/id/company/01719687,,,,,,,,,,,,,,,,,,,,,08/12/2023,24/11/2022
DEVONSHIRE COURT MANAGEMENT COMPANY (LANCASTER) LIMITED,6435532,,,38 SANDYLANDS PROMENADE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 1DW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,23/11/2007,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,18/12/2016,20/11/2015,0,0,0,0,55900 - Other accommodation,,,,0,0,http://business.data.gov.uk/id/company/06435532,,,,,,,,,,,,,,,,,,,,,04/12/2023,20/11/2022
DGC  PAVING LIMITED,12991790,,,C/O 36 REGENT ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1QN,Private Limited Company,Active,United Kingdom,,02/11/2020,30,9,30/06/2024,30/09/2022,MICRO ENTITY,30/11/2021,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12991790,,,,,,,,,,,,,,,,,,,,,15/11/2023,01/11/2022
DIPLOS PIZZA LTD,13860097,,,22 HEYSHAM MOSSGATE ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 2JU,Private Limited Company,Active,United Kingdom,,19/01/2022,31,1,19/10/2023,,NO ACCOUNTS FILED,16/02/2023,,0,0,0,0,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,,,0,0,http://business.data.gov.uk/id/company/13860097,22/03/2023,THE HAPPY TURTLE STORE LTD,,,,,,,,,,,,,,,,,,,01/02/2024,18/01/2023
DIREKT SAFETY SOLUTIONS LTD,10432874,,,12 FULMAR CRESCENT,HEYSHAM,MORECAMBE,,UNITED KINGDOM,LA3 2TG,Private Limited Company,Active,United Kingdom,,18/10/2016,31,10,31/07/2024,31/10/2022,MICRO ENTITY,15/11/2017,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10432874,,,,,,,,,,,,,,,,,,,,,31/10/2023,17/10/2022
DISABLED WELCOME LIMITED,9029433,,,SEFTON HOUSE,WHITEGATE,MORECAMBE,LANCASHIRE,,LA3 3BS,Private Limited Company,Active,United Kingdom,,08/05/2014,31,5,29/02/2024,31/05/2022,DORMANT,05/06/2017,08/05/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09029433,,,,,,,,,,,,,,,,,,,,,22/05/2024,08/05/2023
DIUDZITH LTD,14680954,,,"18 LORDSOME ROAD, MORECAMBE",,LANCASHIRE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,22/02/2023,28,2,22/11/2024,,NO ACCOUNTS FILED,21/03/2024,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14680954,,,,,,,,,,,,,,,,,,,,,06/03/2024,
DIUDZY LTD,14686089,,,"18 LORDSOME ROAD, MORECAMBE",,LANCASHIRE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,24/02/2023,28,2,24/11/2024,,NO ACCOUNTS FILED,23/03/2024,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14686089,,,,,,,,,,,,,,,,,,,,,08/03/2024,
DIVINY LIVERY LIMITED,6655129,,,HEATON PARK HOUSE HEATON WITH OXCLIFFE,NR OVERTON,MORECAMBE,LANCASHIRE,,LA3 3EX,Private Limited Company,Active,United Kingdom,,24/07/2008,31,3,31/12/2023,31/03/2022,MICRO ENTITY,21/08/2016,24/07/2015,0,0,0,0,01430 - Raising of horses and other equines,01621 - Farm animal boarding and care,,,0,0,http://business.data.gov.uk/id/company/06655129,,,,,,,,,,,,,,,,,,,,,07/08/2024,24/07/2023
